Symbol|Security Name|Market Category|Test Issue|Financial Status|Round Lot Size|ETF|NextShares
SITC|SITE Centers Corp. Common Stock|N|SITC|N|100|N|SITC
SITE|SiteOne Landscape Supply, Inc. Common Stock|N|SITE|N|100|N|SITE
SITM|SiTime Corporation - Common Stock|G|N|N|100|N|N
SIVBP|SVB Financial Group - Depositary Shs each representing a 1/40th interest in a share of 5.25% Fixed-Rate Non-Cumulative Perpetual Preferred Stock, Series A|Q|N|N|100|N|N
SIVB|SVB Financial Group - Common Stock|Q|N|N|100|N|N
SIVR|Aberdeen Standard Physical Silver Shares ETF|P|SIVR|Y|100|N|SIVR
SIXA|6 Meridian Mega Cap Equity ETF|P|SIXA|Y|100|N|SIXA
SIXH|6 Meridian Hedged Equity-Index Option Strategy ETF|P|SIXH|Y|100|N|SIXH
SIXL|6 Meridian Low Beta Equity Strategy ETF|P|SIXL|Y|100|N|SIXL
SIXS|6 Meridian Small Cap Equity ETF|P|SIXS|Y|100|N|SIXS
SIX|Six Flags Entertainment Corporation New Common Stock|N|SIX|N|100|N|SIX
SIZE|iShares MSCI USA Size Factor ETF|P|SIZE|Y|100|N|SIZE
SI|Silvergate Capital Corporation Class A Common Stock|N|SI|N|100|N|SI
SJB|ProShares Short High Yield|P|SJB|Y|100|N|SJB
SJIJ|South Jersey Industries, Inc. 5.625% Junior Subordinated Notes due 2079|N|SJIJ|N|100|N|SJIJ
SJIV|South Jersey Industries, Inc. Corporate Units|N|SJIV|N|100|N|SJIV
SJI|South Jersey Industries, Inc. Common Stock|N|SJI|N|100|N|SJI
SJM|J.M. Smucker Company (The) New Common Stock|N|SJM|N|100|N|SJM
SJNK|SPDR Bloomberg Barclays Short Term High Yield Bond ETF|P|SJNK|Y|100|N|SJNK
SJR|Shaw Communications Inc. Common Stock|N|SJR|N|100|N|SJR
SJT|San Juan Basin Royalty Trust Common Stock|N|SJT|N|100|N|SJT
SJW|SJW Group Common Stock (DE)|N|SJW|N|100|N|SJW
SJ|Scienjoy Holding Corporation - Ordinary Shares|S|N|N|100|N|N
SKF|ProShares UltraShort Financials|P|SKF|Y|100|N|SKF
SKLZ.W|Skillz Inc. Warrants|N|SKLZ.WS|N|100|N|SKLZ+
SKLZ|Skillz Inc. Class A Common Stock|N|SKLZ|N|100|N|SKLZ
SKM|SK Telecom Co., Ltd. Common Stock|N|SKM|N|100|N|SKM
SKOR|FlexShares Credit-Scored US Corporate Bond Index Fund|G|N|N|100|Y|N
SKT|Tanger Factory Outlet Centers, Inc. Common Stock|N|SKT|N|100|N|SKT
SKX|Skechers U.S.A., Inc. Common Stock|N|SKX|N|100|N|SKX
SKYT|SkyWater Technology, Inc. - Common Stock|S|N|N|100|N|N
SKYU|ProShares Ultra Nasdaq Cloud Computing ETF|G|N|N|100|Y|N
SKYW|SkyWest, Inc. - Common Stock|Q|N|N|100|N|N
SKYY|First Trust Cloud Computing ETF|G|N|N|100|Y|N
SKY|Skyline Champion Corporation Common Stock|N|SKY|N|100|N|SKY
SLAB|Silicon Laboratories, Inc. - Common Stock|Q|N|N|100|N|N
SLAC.U|Social Leverage Acquisition Corp I Units, each consisting of one share of Class A common stock and one-fourth of one redeemable warrant|N|SLAC.U|N|100|N|SLAC=
SLAC.W|Social Leverage Acquisition Corp I Redeemable warrants, each whole warrant exercisable for one share of Class A common stock at an exercise price of $11.50|N|SLAC.WS|N|100|N|SLAC+
SLAC|Social Leverage Acquisition Corp I Class A Common Stock|N|SLAC|N|100|N|SLAC
SLAMU|Slam Corp. - Unit|S|N|N|100|N|N
SLAMW|Slam Corp. - warrant|S|N|N|100|N|N
SLAM|Slam Corp. - Class A Ordinary Share|S|N|N|100|N|N
SLB|Schlumberger N.V. Common Stock|N|SLB|N|100|N|SLB
SLCA|U.S. Silica Holdings, Inc. Common Stock|N|SLCA|N|100|N|SLCA
SLCRU|Silver Crest Acquisition Corporation - Unit|S|N|N|100|N|N
SLCRW|Silver Crest Acquisition Corporation - Warrant|S|N|N|100|N|N
SLCR|Silver Crest Acquisition Corporation - Class A Ordinary Share|S|N|N|100|N|N
SLCT|Select Bancorp, Inc. - Common Stock|G|N|N|100|N|N
SLDB|Solid Biosciences Inc. - Common Stock|Q|N|N|100|N|N
SLF|Sun Life Financial Inc. Common Stock|N|SLF|N|100|N|SLF
SLG$I|SL Green Realty Corporation Preferred Series I|N|SLGpI|N|100|N|SLG-I
SLGG|Super League Gaming, Inc. - Common Stock|S|N|N|100|N|N
SLGL|Sol-Gel Technologies Ltd. - Common Stock|G|N|N|100|N|N
SLGN|Silgan Holdings Inc. - Common Stock|Q|N|N|100|N|N
SLG|SL Green Realty Corp Common Stock|N|SLG|N|100|N|SLG
SLMBP|SLM Corporation - Floating Rate Non-Cumulative Preferred Stock, Series B|Q|N|N|100|N|N
SLM|SLM Corporation - Common Stock|Q|N|N|100|N|N
SLNO|Soleno Therapeutics, Inc. - Common Stock|S|N|N|100|N|N
SLN|Silence Therapeutics Plc - American Depository Share|S|N|N|100|N|N
SLP|Simulations Plus, Inc. - Common Stock|S|N|N|100|N|N
SLQD|iShares 0-5 Year Investment Grade Corporate Bond ETF|G|N|N|100|Y|N
SLQT|SelectQuote, Inc. Common Stock|N|SLQT|N|100|N|SLQT
SLRC|SLR Investment Corp. - Common Stock|Q|N|N|100|N|N
SLRX|Salarius Pharmaceuticals, Inc. - Common Stock|S|N|N|100|N|N
SLS|SELLAS Life Sciences Group, Inc.  - Common Stock|S|N|N|100|N|N
SLT|Pacer Salt High truBeta US Market ETF|Z|SLT|Y|100|N|SLT
SLVO|Credit Suisse Silver Shares Covered Call Exchange Traded Notes|G|N|N|100|N|N
SLVP|iShares MSCI Global Silver Miners Fund|Z|SLVP|Y|100|N|SLVP
SLV|iShares Silver Trust|P|SLV|Y|100|N|SLV
SLX|VanEck Vectors Steel ETF |P|SLX|Y|100|N|SLX
SLYG|SPDR S&P 600 Small Cap Growth ETF (based on S&P SmallCap 600 Growth Index --symbol CGK)|P|SLYG|Y|100|N|SLYG
SLYV|SPDR S&P 600 Small Cap Value ETF (based on S&P SmallCap Value Index--symbol--CVK|P|SLYV|Y|100|N|SLYV
SLY|SPDR S&P 600 Small Cap ETF (based on S&P SmallCap 600 Index -- symbol SML)|P|SLY|Y|100|N|SLY
SMAR|Smartsheet Inc. Class A Common Stock|N|SMAR|N|100|N|SMAR
SMBC|Southern Missouri Bancorp, Inc. - Common Stock|G|N|N|100|N|N
SMBK|SmartFinancial, Inc. - Common Stock|S|N|N|100|N|N
SMB|VanEck Vectors ETF Trust VanEck Vectors Short Muni ETF|Z|SMB|Y|100|N|SMB
SMCI|Super Micro Computer, Inc. - Common Stock|Q|N|N|100|N|N
SMCP|AlphaMark Actively Managed Small Cap ETF|G|N|N|100|Y|N
SMDD|UltraPro Short MidCap400|P|SMDD|Y|100|N|SMDD
SMDV|ProShares Russell 2000 Dividend Growers ETF|Z|SMDV|Y|100|N|SMDV
SMDY|Syntax Stratified MidCap ETF|P|SMDY|Y|100|N|SMDY
SMED|Sharps Compliance Corp. - Common Stock|S|N|N|100|N|N
SMFG|Sumitomo Mitsui Financial Group Inc Unsponsored American Depositary Shares (Japan)|N|SMFG|N|100|N|SMFG
SMG|Scotts Miracle-Gro Company (The) Common Stock|N|SMG|N|100|N|SMG
SMHB|ETRACS Monthly Pay 2x Leveraged Small Cap High Dividend ETN Series B|P|SMHB|N|100|N|SMHB
SMHI|SEACOR Marine Holdings Inc. Common Stock |N|SMHI|N|100|N|SMHI
SMH|VanEck Vectors Semiconductor ETF|G|N|N|100|Y|N
SMID|Smith-Midland Corporation - Common Stock|S|N|N|100|N|N
SMIN|Ishares MSCI India Small Cap ETF|Z|SMIN|Y|100|N|SMIN
SMIT|Schmitt Industries, Inc. - Common Stock|S|N|N|100|N|N
SMLE|Xtrackers S&P SmallCap 600 ESG ETF|P|SMLE|Y|100|N|SMLE
SMLF|iShares MSCI USA Small-Cap Multifactor ETF|P|SMLF|Y|100|N|SMLF
SMLP|Summit Midstream Partners, LP Common Units Representing Limited Partner Interests|N|SMLP|N|100|N|SMLP
SMLV|SPDR SSGA US Small Cap Low Volatility Index ETF|P|SMLV|Y|100|N|SMLV
SMMD|iShares Trust iShares Russell 2500 ETF|Z|SMMD|Y|100|N|SMMD
SMMF|Summit Financial Group, Inc. - Common Stock|Q|N|N|100|N|N
SMMT|Summit Therapeutics Inc.  - Common Stock|G|N|N|100|N|N
SMMU|Short Term Municipal Bond Active Exchange-Traded Fund|P|SMMU|Y|100|N|SMMU
SMMV|iShares MSCI USA Small-Cap Min Vol Factor ETF|Z|SMMV|Y|100|N|SMMV
SMM|Salient Midstream Common Shares of Beneficial Interest|N|SMM|N|100|N|SMM
SMN|ProShares UltraShort Basic Materials|P|SMN|Y|100|N|SMN
SMOG|VanEck Vectors Low Carbon Energy ETF|P|SMOG|Y|100|N|SMOG
SMPL|The Simply Good Foods Company - Common Stock|S|N|N|100|N|N
SMP|Standard Motor Products, Inc. Common Stock|N|SMP|N|100|N|SMP
SMSI|Smith Micro Software, Inc. - Common Stock|S|N|N|100|N|N
SMTC|Semtech Corporation - Common Stock|Q|N|N|100|N|N
SMTI|Sanara MedTech Inc. - Common Stock|S|N|N|100|N|N
SMTS|Sierra Metals Inc. Common Stock|A|SMTS|N|100|N|SMTS
SM|SM Energy Company Common Stock|N|SM|N|100|N|SM
SNAP|Snap Inc. Class A Common Stock|N|SNAP|N|100|N|SNAP
SNA|Snap-On Incorporated Common Stock|N|SNA|N|100|N|SNA
SNBR|Sleep Number Corporation - Common Stock|Q|N|N|100|N|N
SNCA|Seneca Biopharma, Inc. - Common Stock|S|N|N|100|N|N
SNCR|Synchronoss Technologies, Inc. - Common Stock|Q|N|N|100|N|N
SNCY|Sun Country Airlines Holdings, Inc. - Common Stock|Q|N|N|100|N|N
SNDL|Sundial Growers Inc. - Common Shares|S|N|N|100|N|N
SNDR|Schneider National, Inc. Common Stock|N|SNDR|N|100|N|SNDR
SNDX|Syndax Pharmaceuticals, Inc. - Common Stock|Q|N|N|100|N|N
SND|Smart Sand, Inc. - Common Stock|Q|N|N|100|N|N
SNES|SenesTech, Inc. - Common Stock|S|N|N|100|N|N
SNEX|StoneX Group Inc. - Common Stock|Q|N|N|100|N|N
SNFCA|Security National Financial Corporation - Class A Common Stock|G|N|N|100|N|N
SNGXW|Soligenix, Inc. - Warrant|S|N|N|100|N|N
SNGX|Soligenix, Inc. - Common Stock|S|N|N|100|N|N
SNII.U|Supernova Partners Acquisition Company II, Ltd. Units, each consisting of one Class A ordinary share and one-fourth of one redeemable warrant|N|SNII.U|N|100|N|SNII=
SNII.W|Supernova Partners Acquisition Company II, Ltd. Redeemable warrants, each whole warrant exercisable for one Class A ordinary share at an exercise price of $11.50|N|SNII.WS|N|100|N|SNII+
SNII|Supernova Partners Acquisition Company II, Ltd. Class A Ordinary Shares|N|SNII|N|100|N|SNII
SNLN|Highland/iBoxx Senior Loan ETF|G|N|N|100|Y|N
SNMP|Evolve Transition Infrastructure LP Common Stock|A|SNMP|N|100|N|SNMP
SNN|Smith & Nephew SNATS, Inc. Common Stock|N|SNN|N|100|N|SNN
SNOA|Sonoma Pharmaceuticals, Inc. - Common Stock|S|N|N|100|N|N
SNOW|Snowflake Inc. Class A Common Stock|N|SNOW|N|100|N|SNOW
SNPE|Xtrackers S&P 500 ESG ETF|P|SNPE|Y|100|N|SNPE
SNPR.U|Tortoise Acquisition Corp. II Units|N|SNPR.U|N|100|N|SNPR=
SNPR.W|Tortoise Acquisition Corp. II Warrants, each whole warrant exercisable for one Class A ordinary share at an exercise price of $11.50 per share|N|SNPR.WS|N|100|N|SNPR+
SNPR|Tortoise Acquisition Corp. II Class A Ordinary Shares|N|SNPR|N|100|N|SNPR
SNPS|Synopsys, Inc. - Common Stock|Q|N|N|100|N|N
SNP|China Petroleum & Chemical Corporation Common Stock|N|SNP|N|100|N|SNP
SNRHU|Senior Connect Acquisition Corp. I - Unit|S|N|N|100|N|N
SNRHW|Senior Connect Acquisition Corp. I - Warrant|S|N|N|100|N|N
SNRH|Senior Connect Acquisition Corp. I - Class A Common Stock|S|N|N|100|N|N
SNR|New Senior Investment Group Inc. Common Stock|N|SNR|N|100|N|SNR
SNSE|Sensei Biotherapeutics, Inc. - Common Stock|G|N|N|100|N|N
SNSR|Global X Internet of Things ETF|G|N|N|100|Y|N
SNUG|Merlyn.AI Tactical Growth & Income ETF|G|N|N|100|Y|N
SNV$D|Synovus Financial Corp. Fixed-to-Floating Rate Non-Cumulative Perpetual Preferred Stock, Series D Liquation Preference $25.00 per Share|N|SNVpD|N|100|N|SNV-D
SNV$E|Synovus Financial Corp. 5.875% Fixed-Rate Reset Non-Cumulative Perpetual Preferred Stock, Series E|N|SNVpE|N|100|N|SNV-E
SNV|Synovus Financial Corp. Common Stock|N|SNV|N|100|N|SNV
SNX|Synnex Corporation Common Stock|N|SNX|N|100|N|SNX
SNY|Sanofi - American Depositary Shares|Q|N|N|100|N|N
SOAC.U|Sustainable Opportunities Acquisition Corp. Units, each consisting of one Class A ordinary share and one-half of one redeemable warrant|N|SOAC.U|N|100|N|SOAC=
SOAC.W|Sustainable Opportunities Acquisition Corp. Warrants, each whole warrant exercisable for one Class A ordinary share at an exercise price of $11.50|N|SOAC.WS|N|100|N|SOAC+
SOAC|Sustainable Opportunities Acquisition Corp. Class A Ordinary Shares|N|SOAC|N|100|N|SOAC
SOCL|Global X Social Media ETF|G|N|N|100|Y|N
SOGO|Sogou Inc. American Depositary Shares, each representing one Class A Ordinary Share|N|SOGO|N|100|N|SOGO
SOHOB|Sotherly Hotels Inc. - 8.0% Series B Cumulative Redeemable Perpetual Preferred Stock|G|N|N|100|N|N
SOHON|Sotherly Hotels Inc. - 8.25% Series D Cumulative Redeemable Perpetual Preferred Stock|G|N|N|100|N|N
SOHOO|Sotherly Hotels Inc. - 7.875% Series C Cumulative Redeemable Perpetual Preferred Stock|G|N|N|100|N|N
SOHO|Sotherly Hotels Inc. - Common Stock|G|N|N|100|N|N
SOHU|Sohu.com Limited  - American Depositary Shares|Q|N|N|100|N|N
SOI|Solaris Oilfield Infrastructure, Inc. Class A Common Stock|N|SOI|N|100|N|SOI
SOJB|Southern Company (The) Series 2016A 5.25% Junior Subordinated Notes due October 1, 2076|N|SOJB|N|100|N|SOJB
SOJC|Southern Company (The) Series 2017B 5.25% Junior Subordinated Notes due December 1, 2077|N|SOJC|N|100|N|SOJC
SOJD|Southern Company (The) Series 2020A 4.95% Junior Subordinated Notes due January 30, 2080|N|SOJD|N|100|N|SOJD
SOJE|Southern Company (The) Series 2020C 4.20% Junior Subordinated Notes due October 15, 2060|N|SOJE|N|100|N|SOJE
SOLN|Southern Company (The) 2019 Series A Corporate Units|N|SOLN|N|100|N|SOLN
SOLOW|Electrameccanica Vehicles Corp. Ltd. - Warrants|S|N|N|100|N|N
SOLO|Electrameccanica Vehicles Corp. Ltd. - Common Stock|S|N|N|100|N|N
SOLY|Soliton, Inc. - Common Stock|S|N|N|100|N|N
SOL|Renesola Ltd. American Depsitary Shares (Each representing 10 shares)|N|SOL|N|100|N|SOL
SONM|Sonim Technologies, Inc. - Common Stock|S|N|N|100|N|N
SONN|Sonnet BioTherapeutics Holdings, Inc. - Common Stock|S|N|N|100|N|N
SONO|Sonos, Inc. - Common Stock|Q|N|N|100|N|N
SONY|Sony Group Corporation American Depositary Shares |N|SONY|N|100|N|SONY
SON|Sonoco Products Company Common Stock|N|SON|N|100|N|SON
SOR|Source Capital, Inc. Common Stock|N|SOR|N|100|N|SOR
SOS|SOS Limited American Depositary Shares|N|SOS|N|100|N|SOS
SOXL|Direxion Daily Semiconductor Bull 3x Shares|P|SOXL|Y|100|N|SOXL
SOXS|Direxion Daily Semiconductor Bear 3x Shares|P|SOXS|Y|100|N|SOXS
SOXX|iShares PHLX SOX Semiconductor Sector Index Fund|G|N|N|100|Y|N
SOYB|Teucrium Soybean Fund ETV|P|SOYB|Y|100|N|SOYB
SO|Southern Company (The) Common Stock|N|SO|N|100|N|SO
SPAB|SPDR Portfolio Aggregate Bond ETF|P|SPAB|Y|100|N|SPAB
SPAK|Defiance Next Gen SPAC Derived ETF|P|SPAK|Y|100|N|SPAK
SPAQ.U|Spartan Acquisition Corp. III Units, each consisting of one share of Class A common stock and one-fourth of one warrant|N|SPAQ.U|N|100|N|SPAQ=
SPAQ.W|Spartan Acquisition Corp. III Warrants|N|SPAQ.WS|N|100|N|SPAQ+
SPAQ|Spartan Acquisition Corp. III Class A Common Stock|N|SPAQ|N|100|N|SPAQ
SPBO|SPDR Portfolio Corporate Bond ETF|P|SPBO|Y|100|N|SPBO
SPB|Spectrum Brands Holdings, Inc. Common Stock|N|SPB|N|100|N|SPB
SPCB|SuperCom, Ltd. - Ordinary Shares|S|N|N|100|N|N
SPCE|Virgin Galactic Holdings, Inc. Common Stock|N|SPCE|N|100|N|SPCE
SPCX|The SPAC and New Issue ETF|P|SPCX|Y|100|N|SPCX
SPDN|Direxion Daily S&P 500 Bear 1X Shares|P|SPDN|Y|100|N|SPDN
SPDV|AAM S&P 500 High Dividend Value ETF|P|SPDV|Y|100|N|SPDV
SPDW|SPDR Portfolio Developed World ex-US ETF|P|SPDW|Y|100|N|SPDW
SPD|Simplify Exchange Traded Funds Simplify US Equity PLUS Downside Convexity ETF|P|SPD|Y|100|N|SPD
SPE$B|Special Opportunities Fund Inc. 3.50% Convertible Preferred Stock, Series B|N|SPEpB|N|100|N|SPE-B
SPEM|SPDR Index Shares Fund SPDR Portfolio Emerging Markets ETF|P|SPEM|Y|100|N|SPEM
SPEU|SPDR Portfolio Europe ETF|P|SPEU|Y|100|N|SPEU
SPE|Special Opportunities Fund, Inc Common Stock|N|SPE|N|100|N|SPE
SPFF|Global X SuperIncome Preferred ETF|P|SPFF|Y|100|N|SPFF
SPFI|South Plains Financial, Inc. - Common Stock|Q|N|N|100|N|N
SPFR.U|Jaws Spitfire Acquisition Corporation Units, each consisting of one Class A ordinary share, and one-fourth of one redeemable warrant|N|SPFR.U|N|100|N|SPFR=
SPFR.W|Jaws Spitfire Acquisition Corporation Redeemable warrants, each whole warrant exercisable for one Class A ordinary share at an exercise price of $11.50|N|SPFR.WS|N|100|N|SPFR+
SPFR|Jaws Spitfire Acquisition Corporation Class A Ordinary Shares|N|SPFR|N|100|N|SPFR
SPG$J|Simon Property Group, Inc. Simon Property Group 8 3/8% Series J Cumulative Redeemable Preferred Stock|N|SPGpJ|N|100|N|SPG-J
SPGI|S&P Global Inc. Common Stock|N|SPGI|N|100|N|SPGI
SPGM|SPDR Portfolio MSCI Global Stock Market ETF|P|SPGM|Y|100|N|SPGM
SPGP|Invesco S&P 500 GARP ETF|P|SPGP|Y|100|N|SPGP
SPGS.U|Simon Property Group Acquisition Holdings, Inc. Units, each consisting of one share of Class A common stock and one-fifth of one redeemable warrant|N|SPGS.U|N|100|N|SPGS=
SPGS.W|Simon Property Group Acquisition Holdings, Inc. Warrants, each exercisable for one Class A common stock at an exercise price of $11.50 per share|N|SPGS.WS|N|100|N|SPGS+
SPGS|Simon Property Group Acquisition Holdings, Inc. Class A Common Stock|N|SPGS|N|100|N|SPGS
SPG|Simon Property Group, Inc. Common Stock|N|SPG|N|100|N|SPG
SPHB|Invesco S&P 500 High Beta ETF|P|SPHB|Y|100|N|SPHB
SPHD|Invesco S&P 500 High Dividend Low Volatility ETF|P|SPHD|Y|100|N|SPHD
SPHQ|Invesco S&P 500 Quality ETF|P|SPHQ|Y|100|N|SPHQ
SPHY|SPDR Portfolio High Yield Bond ETF|P|SPHY|Y|100|N|SPHY
SPH|Suburban Propane Partners, L.P. Common Stock|N|SPH|N|100|N|SPH
SPIB|SPDR Portfolio Intermediate Term Corporate Bond ETF|P|SPIB|Y|100|N|SPIB
SPIP|SPDR Portfolio TIPS ETF|P|SPIP|Y|100|N|SPIP
SPI|SPI Energy Co., Ltd. - Ordinary Shares|Q|N|N|100|N|N
SPKBU|Silver Spike Acquisition Corp II - Units|S|N|N|100|N|N
SPKEP|Spark Energy, Inc. - 8.75% Series A Fixed-to-Floating Rate Cumulative Redeemable Perpetual Preferred Stock|Q|N|N|100|N|N
SPKE|Spark Energy, Inc. - Class A Common Stock|Q|N|N|100|N|N
SPLB|SPDR Portfolio Long Term Corporate Bond ETF|P|SPLB|Y|100|N|SPLB
SPLG|SPDR Portfolio S&P 500 ETF|P|SPLG|Y|100|N|SPLG
SPLK|Splunk Inc. - Common Stock|Q|N|N|100|N|N
SPLP$A|Steel Partners Holdings LP 6.0% Series A Preferred Units, no par value|N|SPLPpA|N|100|N|SPLP-A
SPLP|Steel Partners Holdings LP LTD PARTNERSHIP UNIT|N|SPLP|N|100|N|SPLP
SPLV|Invesco S&P 500 Low Volatility ETF|P|SPLV|Y|100|N|SPLV
SPMB|SPDR Portfolio Mortgage Backed Bond ETF|P|SPMB|Y|100|N|SPMB
SPMD|SPDR Portfolio S&P 400 Mid Cap ETF  |P|SPMD|Y|100|N|SPMD
SPMO|Invesco S&P 500 Momentum ETF|P|SPMO|Y|100|N|SPMO
SPMV|Invesco S&P 500 Minimum Variance ETF|Z|SPMV|Y|100|N|SPMV
SPNE|SeaSpine Holdings Corporation - Common Stock|Q|N|N|100|N|N
SPNS|Sapiens International Corporation N.V. - Common Shares|Q|N|N|100|N|N
SPNT|SiriusPoint Ltd. Common Shares|N|SPNT|N|100|N|SPNT
SPNV.U|Supernova Partners Acquisition Company, Inc. Units, each consisting of one share of Class A common stock and one-third of one warrant|N|SPNV.U|N|100|N|SPNV=
SPNV.W|Supernova Partners Acquisition Company, Inc. Warrants, each whole warrant exercisable for one share of Class A Common Stock at an exercise price of $11.50|N|SPNV.WS|N|100|N|SPNV+
SPNV|Supernova Partners Acquisition Company, Inc. Class A Common Stock|N|SPNV|N|100|N|SPNV
SPOK|Spok Holdings, Inc. - Common Stock|Q|N|N|100|N|N
SPOT|Spotify Technology S.A. Ordinary Shares|N|SPOT|N|100|N|SPOT
SPPI|Spectrum Pharmaceuticals, Inc. - Common Stock|Q|N|N|100|N|N
SPPP|Sprott Physical Platinum and Palladium Trust|P|SPPP|Y|100|N|SPPP
SPQQ|Siren Large Cap Blend Index ETF|G|N|N|100|Y|N
SPRB|Spruce Biosciences, Inc. - Common Stock|Q|N|N|100|N|N
SPRE|SP Funds S&P Global REIT Sharia ETF|P|SPRE|Y|100|N|SPRE
SPRO|Spero Therapeutics, Inc. - Common Stock|Q|N|N|100|N|N
SPRQ.U|Spartan Acquisition Corp. II Units|N|SPRQ.U|N|100|N|SPRQ=
SPRQ.W|Spartan Acquisition Corp. II Warrants, exercisable for one share of Class A Common Stock|N|SPRQ.WS|N|100|N|SPRQ+
SPRQ|Spartan Acquisition Corp. II Class A Common Stock|N|SPRQ|N|100|N|SPRQ
SPRT|Support.com, Inc. - Common Stock|S|N|N|100|N|N
SPR|Spirit Aerosystems Holdings, Inc. Common Stock|N|SPR|N|100|N|SPR
SPSB|SPDR Portfolio Short Term Corporate Bond ETF|P|SPSB|Y|100|N|SPSB
SPSC|SPS Commerce, Inc. - Common Stock|Q|N|N|100|N|N
SPSK|Tidal ETF Trust SP Funds Dow Jones Global Sukuk ETF|P|SPSK|Y|100|N|SPSK
SPSM|SPDR Portfolio S&P 600 Small Cap ETF|P|SPSM|Y|100|N|SPSM
SPTI|SPDR Portfolio Intermediate Term Treasury ETF|P|SPTI|Y|100|N|SPTI
SPTKU|SportsTek Acquisition Corp. - Unit|S|N|N|100|N|N
SPTKW|SportsTek Acquisition Corp. - Warrant|S|N|N|100|N|N
SPTK|SportsTek Acquisition Corp. - Class A Common Stock|S|N|N|100|N|N
SPTL|SPDR Portfolio Long Term Treasury ETF|P|SPTL|Y|100|N|SPTL
SPTM|SPDR Portfolio S&P 1500 Composite Stock Market ETF|P|SPTM|Y|100|N|SPTM
SPTN|SpartanNash Company - Common Stock|Q|N|N|100|N|N
SPTS|SPDR Portfolio Short Term Treasury ETF|P|SPTS|Y|100|N|SPTS
SPT|Sprout Social, Inc - Class A Common Stock|S|N|N|100|N|N
SPUC|Simplify Exchange Traded Funds Simplify US Equity PLUS Upside Convexity ETF|P|SPUC|Y|100|N|SPUC
SPUS|SP Funds S&P 500 Sharia Industry Exclusions ETF|P|SPUS|Y|100|N|SPUS
SPUU|Direxion Daily S&P 500 Bull 2X Shares|P|SPUU|Y|100|N|SPUU
SPVM|Invesco S&P 500 Value with Momentum ETF|P|SPVM|Y|100|N|SPVM
SPVU|Invesco S&P 500 Enhanced Value ETF|P|SPVU|Y|100|N|SPVU
SPWH|Sportsman's Warehouse Holdings, Inc. - Common Stock|Q|N|N|100|N|N
SPWR|SunPower Corporation - Common Stock|Q|N|N|100|N|N
SPXB|ProShares S&P 500 Bond ETF|P|SPXB|Y|100|N|SPXB
SPXC|SPX Corporation Common Stock|N|SPXC|N|100|N|SPXC
SPXE|ProShares S&P 500 Ex-Energy ETF|P|SPXE|Y|100|N|SPXE
SPXL|Direxion Daily S&P 500 Bull 3X Shares|P|SPXL|Y|100|N|SPXL
SPXN|ProShares S&P 500 Ex-Financials ETF|P|SPXN|Y|100|N|SPXN
SPXS|Direxion Daily S&P 500 Bear 3X|P|SPXS|Y|100|N|SPXS
SPXT|ProShares S&P 500 Ex-Technology ETF|P|SPXT|Y|100|N|SPXT
SPXU|ProShares UltraPro Short S&P500|P|SPXU|Y|100|N|SPXU
SPXV|ProShares S&P 500 Ex-Health Care ETF|P|SPXV|Y|100|N|SPXV
SPXX|Nuveen S&P 500 Dynamic Overwrite Fund|N|SPXX|N|100|N|SPXX
SPXZ|Morgan Creek - Exos SPAC Originated ETF|P|SPXZ|Y|100|N|SPXZ
SPYC|Simplify Exchange Traded Funds Simplify US Equity PLUS Convexity ETF|P|SPYC|Y|100|N|SPYC
SPYD|SPDR Series Trust SPDR Portfolio S&P 500 High Dividend ETF|P|SPYD|Y|100|N|SPYD
SPYG|SPDR Series Trust SPDR Portfolio S&P 500 Growth ETF|P|SPYG|Y|100|N|SPYG
SPYV|SPDR Series Trust SPDR Portfolio S&P 500 Value ETF|P|SPYV|Y|100|N|SPYV
SPYX|SPDR S&P 500 Fossil Fuel Reserves Free ETF|P|SPYX|Y|100|N|SPYX
SPY|SPDR S&P 500|P|SPY|Y|100|N|SPY
SP|SP Plus Corporation - Common Stock|Q|N|N|100|N|N
SQBG|Sequential Brands Group, Inc. - Common Stock|S|N|N|100|N|N
SQEW|LeaderShares Equity Skew ETF|P|SQEW|Y|100|N|SQEW
SQFT|Presidio Property Trust, Inc. - Class A Common Stock|S|N|N|100|N|N
SQLV|Legg Mason Small-Cap Quality Value ETF|G|N|N|100|Y|N
SQM|Sociedad Quimica y Minera S.A. Common Stock|N|SQM|N|100|N|SQM
SQNS|Sequans Communications S.A. American Depositary Shares|N|SQNS|N|100|N|SQNS
SQQQ|ProShares UltraPro Short QQQ|G|N|N|100|Y|N
SQZ|SQZ Biotechnologies Company Common Stock|N|SQZ|N|100|N|SQZ
SQ|Square, Inc. Class A Common Stock|N|SQ|N|100|N|SQ
SR$A|Spire Inc. Depositary Shares, each representing a 1/1,000th interest in a share of 5.90% Series A Cumulative Redeemable Perpetual Preferred Stock|N|SRpA|N|100|N|SR-A
SRACU|Stable Road Acquisition Corp. - Unit|S|N|N|100|N|N
SRACW|Stable Road Acquisition Corp. - Warrant|S|N|N|100|N|N
SRAC|Stable Road Acquisition Corp. - Class A Common Stock|S|N|N|100|N|N
SRAX|SRAX, Inc. - Class A Common Stock|S|N|N|100|N|N
SRC$A|Spirit Realty Capital, Inc. 6.000% Series A Cumulative Redeemable Preferred Stock|N|SRCpA|N|100|N|SRC-A
SRCE|1st Source Corporation - Common Stock|Q|N|N|100|N|N
